account_id,ship_id,battles,wins,survived_battles,damage_dealt,frags,xp
1028487224,3765319120,17,5,1,235409,5,11717
1028487224,4186912560,8,2,2,128587,1,3962
1028487224,4188977104,2,0,0,23819,2,993
1028487224,4186879792,4,3,1,54811,8,3516
1028487224,4292753392,5,2,2,71693,1,1927
1028487224,4280170480,27,12,2,245641,4,17408
1028487224,4293867504,11,7,5,129008,4,7094
1028487224,4286461936,175,67,22,2161880,40,155864
1028487224,4269717488,1,1,0,3732,0,656
1042575417,4288624624,18,8,4,512129,7,19067
1042575417,4292753392,2,0,0,89389,3,1549
1042575417,4274927600,9,0,0,141625,5,3822
1042575417,4293867504,5,2,3,187604,4,4592
1042575417,4290721776,19,9,10,836394,24,19060
1042575417,4266538992,8,2,0,100288,3,4742
1042575417,4185896944,12,5,8,229004,4,4919
1044762690,3768497488,2,2,1,33652,2,2234
1026834503,4187895600,3,1,1,93128,10,2322
1026834503,4186847024,3,2,0,18589,1,1020
1026834503,4292785968,1,1,1,13184,2,714
1053198408,4187928016,1,1,0,23669,3,830
1053198408,4188976592,1,1,0,19120,1,829
1053198408,4279154384,1,0,0,21607,0,324
1053198408,4258182864,1,0,0,17169,1,314
1053198408,4293834736,1,0,0,27081,4,668
1053198408,4292785968,1,0,0,2208,0,122
1001965639,4292786160,3,1,0,36677,0,1280
1001965639,4292785968,1,0,0,13082,0,241
1001965639,4290689008,1,1,0,6795,2,408
1002940499,4188976592,1,0,0,20705,4,735
1002940499,4292753392,1,0,0,0,0,3
1002940499,4292786160,1,1,0,5322,0,533
1002940499,4293834736,5,5,4,88895,21,5819
1002940499,4256085712,1,1,0,20212,2,1155
1002940499,4290689008,8,6,2,169826,7,5634
1002940499,4293867504,5,5,3,170369,8,5206
1002940499,4187928528,6,1,0,59725,3,2472
1002940499,4188977104,1,1,1,18989,6,1248
1022099540,4293867504,11,4,5,183288,4,4500
1022099540,4290689008,8,3,3,199793,12,3769
1022099540,4292786160,6,2,1,35434,2,2280
1038891092,4291704528,16,9,2,532876,21,13169
1038891092,4184749776,18,9,4,348596,6,15631
1038891092,4185863632,7,3,3,333305,12,6961
1038891092,3763287760,3,2,1,97798,0,2215
1038891092,4186847024,1,0,0,5957,0,374
1038891092,4185864144,5,2,2,287743,5,5364
1038891092,4186879440,3,3,3,90428,6,3722
1038891092,4187895600,1,1,1,36275,5,1451
1038891092,4186912208,7,4,4,263604,13,7172
1038891092,4292753104,2,1,0,99299,4,1451
1038891092,3743365072,14,7,6,372981,4,14414
1038891092,4185863984,7,4,1,164570,6,5420
1038891092,4258182864,3,2,1,71498,3,1798
1038891092,4293867216,5,2,1,52391,1,2150
1038891092,4185896656,20,4,11,279886,5,9491
1038891092,4181669680,65,31,24,2377235,29,62710
1038891092,4292785968,3,2,2,65542,5,2111
1038891092,3767449584,1,0,0,10138,1,461
1038891092,4187928016,3,1,1,35174,4,1931
1038891092,4185798448,6,4,1,112002,4,2773
1038891092,4183799504,27,15,14,598335,8,23016
1038891092,4291770064,1,0,0,12951,0,381
1038891092,4183766832,48,23,11,1569206,25,43504
1038891092,4269684432,1,1,1,46000,2,960
1038891092,4293834544,1,1,1,24384,5,2198
1038891092,4184815408,16,5,3,337229,9,9361
1038891092,4184815056,17,7,2,338323,3,9260
1038891092,4188977104,1,0,0,24697,5,907
1038891092,4281251536,2,0,0,49962,3,807
1038891092,4184815568,3,1,1,78160,4,2907
1038891092,4186879792,6,1,1,140869,7,3627
1038891092,4186912560,7,3,4,177192,2,4980
1038891092,4279154384,4,2,0,24303,0,1123
1038891092,4185896752,4,2,2,56874,0,1804
1038891092,4185831184,2,1,0,71171,2,1752
1038891092,4182718256,48,18,7,1419516,22,47005
1045923928,4184749872,15,9,0,183153,6,9597
1045923928,4183734064,38,18,3,807182,11,30245
1045923928,3762206704,4,3,2,137053,2,5243
1045923928,4185863984,11,4,6,526064,20,6282
1045923928,4185798448,14,5,1,321228,12,8943
1045923928,4183766832,14,8,3,489370,14,19501
1045923928,4078352176,1,1,0,11099,0,517
1045923928,4184815408,24,8,5,716794,17,20092
1045923928,4185896944,2,0,2,83007,2,871
1045923928,4185896752,2,0,0,47421,0,1107
1045923928,4184782640,18,12,6,542974,13,20931
1045923928,4183701296,1,1,0,495,0,1302
1045923928,3447666672,6,3,1,182537,0,5043
1045923928,4182685488,22,11,3,340213,7,23482
1045923928,4182718256,6,2,0,137770,3,7176
1010317402,4258182864,1,0,1,13398,0,225
1030729819,4293834544,1,0,0,0,0,0
1030729819,4293834736,2,2,2,16549,6,1376
1030729819,4188977104,1,0,1,0,0,1
1051416671,3555670000,1,0,0,0,0,11
1060192354,4289640432,3,0,0,3041,0,831
1060192354,4269717488,1,0,0,65249,2,923
1060192354,4184815408,1,0,0,28946,0,343
1047824486,4292786160,2,1,0,6959,0,471
1041061995,4279154384,3,0,0,221466,6,2061
1041061995,4291770064,7,2,2,371681,14,7172
1041061995,4186912720,1,1,0,80635,5,921
1041061995,4269684432,2,2,1,89404,5,2538
1041061995,4258182864,3,3,3,132099,8,2749
1041061995,4293867216,4,3,3,341252,15,4617
1041061995,4186879952,2,1,2,98601,3,1379
1041061995,3767449584,1,0,0,41020,2,481
1041061995,4287575760,19,10,5,979846,17,19725
1041061995,4292753104,3,1,1,127846,6,2549
1000304749,4290754544,7,5,3,190320,8,7926
1000304749,4185896944,1,0,1,12139,0,486
1000304749,4290721776,1,1,0,31584,2,1004
1000304749,4292786160,5,3,1,71601,3,4003
1000304749,4281284592,5,1,0,80334,0,2798
1000304749,4269717488,2,2,0,32505,0,1782
1000304749,4293834736,2,1,1,34624,0,1555
1000304749,4290689008,9,6,3,234014,8,8023
1035890804,4248745968,6,2,1,168812,2,6704
1035890804,4292753392,5,5,1,217405,12,5950
1035890804,4274927600,2,2,1,59936,1,1961
1035890804,4293867504,4,1,1,129036,5,3219
1035890804,4290721776,2,1,0,39585,0,927
1035890804,4292786160,2,1,1,50082,7,1417
1035890804,4266538992,2,1,0,61109,1,1975
1035890804,4293834544,2,1,1,32040,8,2590
1035890804,4293834736,1,1,1,27206,5,1954
1035890804,3764336624,13,3,5,701381,9,16517
1035890804,4290689008,2,2,1,55547,7,2497
1014126717,4292786160,1,0,0,20085,1,477
1014126717,4290689008,3,2,0,82864,1,1598
1037373565,4187895600,2,1,0,15997,1,827
1037373565,4186879792,1,0,0,7949,1,421
1037373565,4292753104,3,0,1,59197,6,1707
1037373565,4269684432,1,0,0,2857,0,309
1037373565,4258182864,2,2,1,26271,2,1277
1037373565,4186847024,1,1,0,28203,1,1271
1037373565,4292785968,3,2,1,26052,1,1117
1037373565,4186912560,1,0,0,51389,3,1065
1044668545,4259264496,18,9,5,992445,14,20099
1044668545,4280170480,1,1,0,1188,0,405
1005635715,4188976592,1,0,1,581,0,108
1005635715,4292753392,4,2,1,114496,10,2609
1005635715,4274927600,8,3,1,93530,4,4636
1005635715,4256085712,1,0,0,4019,0,377
1005635715,4293867504,11,6,6,310480,14,8627
1005635715,4290721776,6,1,2,127655,4,2570
1005635715,4292786160,3,1,1,91618,12,1940
1005635715,4266538992,7,4,2,268452,14,6434
1005635715,4269717488,9,4,1,268594,9,6665
1005635715,4290689008,14,6,3,412335,18,9768
1043560579,4292786160,2,0,1,33129,0,661
1043560579,4293834736,2,1,1,34439,7,1434
1006157956,4289640432,33,12,3,560452,19,21364
1006157956,4291704528,68,22,8,568198,23,24380
1006157956,4290754544,42,17,22,714797,13,18391
1006157956,4184749776,11,6,2,88769,1,5495
1006157956,4274927600,49,23,12,606239,24,23134
1006157956,4188976880,4,2,0,40733,6,2017
1006157956,4290655952,6,3,0,85142,1,2413
1006157956,4292786160,1,1,0,10444,4,1013
1006157956,4289640144,16,3,0,132361,1,6772
1006157956,4184782800,64,26,10,711024,16,33713
1006157956,4185831216,51,26,6,618720,14,21346
1006157956,4293834736,1,0,0,900,0,77
1006157956,3762173936,1,0,0,5526,0,525
1006157956,4185864144,10,6,6,149616,4,6678
1006157956,4078843344,8,4,0,32660,0,3425
1006157956,4186879440,6,1,0,45652,1,2700
1006157956,4188976592,1,1,0,5647,0,515
1006157956,4259264496,16,5,2,423703,5,13729
1006157956,4288657392,4,2,2,112276,1,4229
1006157956,4292753104,8,3,1,34089,1,2399
1006157956,4289607664,15,8,0,122778,3,12491
1006157956,4290689008,18,6,2,199496,6,6882
1006157956,4184782672,23,15,2,352266,7,19714
1006157956,4185863984,35,16,11,842799,21,16515
1006157956,4184782640,39,22,4,792072,25,23439
1006157956,4185831376,48,22,7,527849,19,18604
1006157956,4188976336,3,2,1,11392,1,1490
1006157956,4258182864,5,4,1,24685,0,1726
1006157956,4184749520,23,9,0,163921,7,10437
1006157956,4288591856,7,3,0,109917,4,7189
1006157956,4186879952,11,6,0,171051,2,5643
1006157956,3744380368,2,1,0,33105,0,1043
1006157956,4293867216,21,11,6,187940,7,10219
1006157956,4187928304,1,1,1,19690,1,1047
1006157956,4185798096,26,13,1,222243,9,11729
1006157956,4076779504,10,5,1,238106,3,9168
1006157956,4187928016,7,3,1,50528,4,3391
1006157956,4187928400,2,2,1,20835,0,961
1006157956,4186912720,1,1,0,12154,1,975
1006157956,4290721776,39,22,11,797898,29,25370
1006157956,4288624624,47,20,11,1176442,18,31284
1006157956,4291770064,47,23,13,767748,18,27943
1006157956,4183799792,2,0,0,1254,0,172
1006157956,4269684432,5,3,2,74537,3,4011
1006157956,4188976976,3,1,0,21353,1,1105
1006157956,4266538992,17,9,2,162407,3,7000
1006157956,4292785968,6,4,1,90437,4,4144
1006157956,4293834544,2,1,0,17772,0,1199
1006157956,4185830864,17,12,4,308168,7,11099
1006157956,4182685488,45,13,3,734898,13,28819
1006157956,4187895248,7,2,0,35077,0,1990
1006157956,4187894992,1,0,0,396,0,339
1006157956,4184815408,30,15,11,651052,11,18204
1006157956,4188977104,2,0,0,6315,0,379
1006157956,4187928528,8,1,0,108222,5,2594
1006157956,4281251536,26,14,5,458219,12,15003
1006157956,4186879792,13,8,3,193695,6,5627
1006157956,4183734064,87,34,10,1295040,21,61520
1006157956,4279154384,21,10,3,200838,11,9618
1006157956,4292753392,3,3,1,12704,1,1320
1006157956,4185797840,11,4,1,180323,4,8023
1006157956,4292851696,16,6,3,332951,5,9047
1006157956,4288624336,5,2,0,30715,2,1760
1006157956,4185831248,27,9,5,567260,16,12856
1006157956,4186846672,19,10,1,97461,5,5309
1006157956,4287575760,84,45,23,1621858,49,57151
1006157956,4280170480,32,10,1,246709,7,16702
1006157956,4269717488,39,20,6,478614,10,21557
1006157956,4186879824,15,6,3,168906,5,6247
1006157956,4291737584,3,2,2,45410,2,1838
1006157956,4186912560,11,8,5,206053,10,5020
1006157956,3765384944,35,15,9,942235,18,29120
1006157956,4184749264,1,0,0,5297,0,542
1006157956,4184782288,20,8,3,266024,5,9968
1006157956,4293867504,16,4,5,264747,12,8882
1006157956,4188976432,1,1,0,4880,0,644
1006157956,4292851408,18,9,12,582939,8,9151
1015171214,4290754544,16,8,9,301280,5,8414
1015171214,4264441840,1,0,0,2376,0,450
1015171214,4274927600,18,9,4,330993,10,10038
1015171214,4290721776,46,25,19,1156488,38,25827
1015171214,4292786160,8,4,1,48462,1,2522
1015171214,4185831216,32,14,5,455672,9,16870
1015171214,4293834736,6,2,0,46469,4,1929
1015171214,3552523984,1,0,0,11475,0,387
1015171214,3554621136,3,1,1,162095,2,2491
1015171214,4186879440,5,1,0,81660,3,1987
1015171214,4188976592,1,1,0,8784,0,416
1015171214,3551442640,3,2,0,81281,1,2331
1015171214,4291770064,38,18,15,764632,20,20229
1015171214,4290689008,19,10,3,243263,6,6838
1015171214,4185863984,32,12,11,1220218,31,17365
1015171214,4269717488,19,7,2,331616,4,8804
1015171214,4258182864,5,2,0,102219,2,2410
1015171214,4293867216,23,13,10,478906,13,10168
1015171214,4292785968,7,3,2,95949,2,2619
1015171214,3763287856,2,2,1,74716,1,2230
1015171214,4187928016,3,2,1,51074,6,1832
1015171214,4288624624,28,15,13,838180,15,19847
1015171214,4183766832,3,1,0,107993,1,1906
1015171214,4286527184,3,2,1,94073,2,1751
1015171214,4266538992,16,5,2,231114,13,6944
1015171214,4293834544,2,2,1,47380,1,1441
1015171214,4187895248,3,1,0,18215,1,1198
1015171214,4187928528,1,1,0,4552,0,372
1015171214,4292818736,6,2,1,181025,4,4636
1015171214,4184815408,24,8,7,733265,13,13341
1015171214,4186912560,16,9,8,499941,22,8913
1015171214,4281251536,1,0,0,11500,0,454
1015171214,4186879792,18,6,6,220517,12,5784
1015171214,4183734064,18,8,4,415671,6,12515
1015171214,4279154384,20,12,6,362484,15,10822
1015171214,4292753392,9,2,1,40415,5,2047
1015171214,4188977104,1,1,0,6831,1,550
1015171214,4293867504,29,19,11,360074,13,10614
1015171214,3764303216,1,1,1,17805,0,637
1015171214,4184782640,53,26,14,1157022,28,31333
1015171214,4292851408,1,1,0,45259,1,994
1076344983,4289640432,12,6,0,169020,4,9297
1076344983,4259264496,20,9,2,384837,5,19658
1076344983,4288624624,24,11,3,497904,12,19600
1076344983,4292753392,3,1,0,99806,5,2486
1076344983,4289607664,15,8,0,71350,1,11649
1076344983,4274927600,20,10,7,729762,30,17014
1076344983,4280170480,16,5,0,121180,5,7813
1076344983,4293867504,7,4,1,208407,8,6907
1076344983,4290721776,3,2,2,193359,6,4339
1076344983,4292786160,4,1,0,84896,5,2133
1076344983,4266538992,2,2,1,86998,7,2713
1076344983,4269717488,2,0,0,47765,0,1068
1076344983,4185896944,8,1,4,116225,2,3928
1076344983,4290689008,9,3,2,317570,18,9163
1051701400,4258182864,4,1,0,109228,5,2472
1051701400,4293867216,4,1,1,146506,4,2018
1051701400,4279154384,2,1,1,56202,4,1161
1039474847,3768465392,6,1,1,44369,1,2671
1039474847,4293834544,3,3,3,57536,12,5516
1007792293,4279154384,1,0,0,12573,0,402
1007792293,4291770064,34,12,13,490966,12,13968
1007792293,4292786160,2,0,0,16728,0,724
1007792293,4289640144,2,0,0,34398,2,844
1007792293,4258182864,1,1,0,13945,2,597
1007792293,4293867216,6,5,2,114981,4,5485
1007792293,4290689008,1,0,0,4402,1,270
1007792293,4281251536,24,15,5,413547,16,13878
1007757479,4290754544,28,14,12,511909,6,11590
1007757479,4274927600,8,5,1,271034,6,4728
1007757479,4286527472,1,0,0,51382,0,671
1007757479,4290721776,39,17,10,800387,13,19693
1007757479,4184782800,28,16,0,480874,16,16555
1007757479,4185831216,25,7,0,426882,12,11174
1007757479,4259264496,54,20,17,1994793,19,36514
1007757479,4288657392,3,2,2,48658,0,1039
1007757479,4185831376,27,13,0,388091,12,12319
1007757479,3768497968,1,1,0,3864,0,283
1007757479,4293867216,2,1,0,9525,0,660
1007757479,4290689008,1,0,0,5158,0,222
1007757479,4187894992,2,0,0,396,0,214
1007757479,4185798096,23,5,0,189458,7,7883
1007757479,4186879952,8,5,0,60014,2,3034
1007757479,4288624624,44,18,14,801087,15,24641
1007757479,4266538992,6,2,0,128293,2,2609
1007757479,4188976336,1,1,1,8806,1,607
1007757479,4186879792,2,1,0,10019,0,514
1007757479,4279154384,1,1,0,27502,0,1044
1007757479,4292753392,2,1,0,9883,1,857
1007757479,4292851696,36,20,22,1311699,24,27001
1007757479,4186846672,8,3,0,78732,3,2292
1047105705,3555670000,4,2,0,35521,1,2020
1047105705,4185863984,5,1,1,122631,3,2205
1047105705,3741234640,11,6,0,22688,0,6714
1047105705,4184815408,2,0,0,5366,1,455
1047105705,4186912560,13,11,6,429690,16,10480
1016688809,4184749872,8,7,1,97878,0,5154
1016688809,4284430032,4,2,0,117896,0,4082
1016688809,4274927600,1,1,0,2414,0,495
1016688809,4289640144,6,4,3,111279,3,6523
1016688809,3764303216,1,1,0,0,0,543
1016688809,4287542992,44,18,3,774659,10,49010
1016688809,4185863920,2,1,1,92091,1,1161
1016688809,4282300112,12,3,0,168900,1,11588
1016688809,4077795024,33,15,3,420525,9,32059
1016688809,4286494416,35,18,1,631737,10,37904
1016688809,4289607664,26,11,3,330283,12,23785
1016688809,4290689008,2,1,2,84134,6,2355
1016688809,4288624336,14,4,8,386753,7,13619
1016688809,4078843600,102,44,11,1157324,29,90431
1016688809,4291704528,1,0,0,0,0,281
1016688809,4291770064,10,6,3,254356,5,8860
1016688809,3751786192,6,2,5,297993,2,7121
1016688809,4078352176,11,8,3,61832,0,8077
1016688809,4285445840,10,4,0,81398,0,7506
1016688809,4290655952,6,2,0,164748,2,5453
1016688809,4185896656,59,27,28,819673,9,35796
1016688809,4183799504,30,16,20,894084,9,32395
1016688809,4181604048,24,8,0,199058,4,19305
1016688809,4280170480,15,12,0,149487,6,10936
1016688809,4269717488,2,2,0,23637,1,2443
1016688809,4183701296,16,7,1,116567,5,10766
1016688809,4287575760,7,1,3,154499,0,4876
1016688809,4292851408,1,0,0,24247,0,599
1018425516,4290754544,31,16,14,515194,9,23067
1018425516,4184749776,7,1,3,105300,5,3790
1018425516,3742316528,3,0,0,90471,1,2852
1018425516,4185863984,9,5,1,214073,5,6283
1018425516,3765384944,5,2,1,224435,4,4126
1018425516,4292786160,2,1,0,9666,1,975
1018425516,4292785616,19,9,5,199510,6,9461
1018425516,4185896400,4,3,2,54665,2,3061
1018425516,4293834736,2,1,0,20467,0,1211
1018425516,4081006384,3,0,0,102737,1,1882
1018425516,4292818896,3,2,0,96085,0,3646
1018425516,4281251536,12,4,1,166036,6,4525
1018425516,4287575760,2,1,1,26164,0,1345
1018425516,4186879728,1,1,0,13571,0,1014
1018425516,3764270928,6,3,2,135498,3,5057
1018425516,4292753104,3,2,0,65370,5,2625
1018425516,4289607664,2,2,0,45708,2,5260
1018425516,4290689008,12,7,2,120937,11,6676
1018425516,4183209936,5,5,1,55638,1,5280
1018425516,4185863632,1,0,0,14856,1,631
1018425516,4258182864,5,3,0,35762,1,2189
1018425516,4187894992,1,0,0,23789,1,364
1018425516,4293867216,14,7,6,181964,3,7803
1018425516,4081039312,2,2,2,36932,0,2383
1018425516,4292785968,5,2,1,63798,1,2189
1018425516,4288591856,19,7,2,265733,5,16569
1018425516,3763287856,1,0,0,5720,0,609
1018425516,4291704528,25,16,7,644071,25,17564
1018425516,3552458448,19,11,4,311218,4,20946
1018425516,4287543280,4,2,0,99917,1,3828
1018425516,4185831376,1,1,0,15949,0,992
1018425516,4184749872,1,0,0,396,0,327
1018425516,4185798448,2,1,0,44848,2,1470
1018425516,3763255280,3,0,0,77602,6,2620
1018425516,4256085712,1,1,0,6220,2,698
1018425516,4183766832,14,7,3,393619,5,11605
1018425516,4290721776,18,9,10,529283,15,14066
1018425516,3751753712,42,19,14,2162197,30,65835
1018425516,4269684432,6,3,3,144230,7,4983
1018425516,3543054032,1,1,1,19740,0,761
1018425516,4266538992,3,1,0,10632,1,1375
1018425516,4078352176,55,27,30,847629,20,51069
1018425516,3750705136,5,3,0,119394,1,4811
1018425516,4292818736,5,1,2,115427,2,4870
1018425516,4078352368,2,1,1,81623,1,3329
1018425516,4187928528,4,1,1,27260,3,1318
1018425516,4188977104,1,0,0,1422,0,231
1018425516,4291770064,27,15,11,543361,9,16833
1018425516,3751720752,3,1,0,27214,0,2464
1018425516,4186879792,8,5,1,141132,2,4011
1018425516,4185896944,1,1,1,9638,0,710
1018425516,4279154384,18,8,2,133599,5,7769
1018425516,4292753392,11,6,0,103311,11,6734
1018425516,4185896752,2,1,1,52992,1,1623
1018425516,4292851696,16,4,5,255348,6,12276
1018425516,4293867504,17,11,6,267781,10,10205
1018425516,4184782160,1,0,0,25224,0,528
1018425516,4181636912,1,0,0,5412,0,718
1018425516,3761681872,13,4,3,141761,4,16066
1018425516,4280170480,7,3,2,123542,5,7879
1018425516,4269717488,4,3,1,33984,1,2077
1018425516,3751196368,1,1,0,2723,0,1542
1018425516,4186912560,8,3,2,304573,9,5211
1018425516,3751786192,4,2,2,44152,1,4948
1018425516,4076255024,51,25,21,1035364,22,66154
1018425516,4078843344,2,0,0,14277,0,1578
1018425516,4292851408,3,2,2,85755,2,2540
1033971881,4292753392,1,0,0,170,0,193
1033971881,4290689008,2,0,0,3465,0,288
1033971881,4292786160,7,2,1,58253,0,2252
1013584050,4288624624,3,1,0,91430,3,1938
1013584050,4293867504,10,7,5,278661,9,5990
1013584050,4290721776,2,1,1,100479,3,1228
1013584050,4292786160,1,1,0,0,0,156
1074589874,4292786160,1,1,0,11927,0,536
1001105589,4256085712,1,0,0,19161,0,344
1029927101,4256085712,1,1,0,8819,2,1065
1029927101,4292786160,4,1,0,41433,4,1734
1029927101,4258182864,1,0,0,2678,0,172
1029927101,4293834736,1,0,0,2297,0,205
1029927101,4290689008,7,3,2,118334,3,2479
1029927101,4188977104,1,0,0,4244,0,260
1019721919,4259264496,12,6,8,230212,2,9129
1019721919,4288624624,3,2,2,97067,4,3881
1019721919,4291770064,1,0,1,36970,1,910
1019721919,4293867504,12,8,7,208375,7,9026
1019721919,4290721776,11,5,5,153939,4,5010
1019721919,4292786160,6,4,4,36918,1,3212
1019721919,4286527184,1,1,1,19989,2,862
1019721919,4293867216,5,3,3,174515,7,4144
1019721919,4290689008,5,1,1,30978,2,1745
1023799488,3555670000,30,16,15,466599,9,19201
